n_unique,x2_counts,pearson,kendall,Gstat_shrink,Gstat_obs,Chisq,min_species_for_comp,order,frac,min_species_for_fit,n_sites,n_gibbs,data_type,extra_tag
127,249.5478126407286,0.9677796959732068,0.7477589499258641,240.98273508113857,253.7461638394452,243.99945258226265,1,3,-1,1,1000000,200,natural,2025-01-14 16:05:463
127,289.43563577631994,0.9697194544383546,0.705423455070636,285.9345153407571,298.4094193439679,319.56021754227487,1,2,-1,1,1000000,200,natural,2025-01-14 15:41:433
127,198.93172716504688,0.9851213143458492,0.7161967241579109,205.27566027226575,217.44998589661068,329.8229872169836,1,3,-1,1,1000000,200,natural,2025-01-14 15:41:433
127,253.7804264817493,0.976016973031093,0.7469768708069753,257.7520829622157,265.84502164061877,307.7796478351092,1,2,-1,1,1000000,200,natural,2025-01-14 15:17:253
127,188.91360974018295,0.9792190731756452,0.7625620120526221,191.575918899305,199.84139887585795,219.32140150013785,1,3,-1,1,1000000,200,natural,2025-01-14 15:17:253
127,273.47602384343423,0.9704791674417744,0.7589128960660516,263.8962241670629,275.6663383064948,260.07875075814025,1,2,-1,1,1000000,200,natural,2025-01-14 14:53:043
127,179.4290571429249,0.9740724483597234,0.7936098958296529,172.19443998529832,184.0571768550859,174.50180491030108,1,3,-1,1,1000000,200,natural,2025-01-14 14:53:043
126,264.94962268249776,0.9817396661329824,0.7060084079772265,270.5968924712361,281.0233950444815,320.3017857424322,1,2,-1,1,1000000,200,natural,2025-01-14 14:28:573
127,199.08172811510116,0.9859835046724258,0.7121217820394395,207.10724125294155,217.9080428861333,277.9114817606553,1,3,-1,1,1000000,200,natural,2025-01-14 14:28:573
127,297.85518519651794,0.972064177945984,0.7330081027422152,296.6780117411066,308.34558247664955,348.3664958335158,1,2,-1,1,1000000,200,natural,2025-01-14 14:04:543
127,162.04365380758537,0.9899873797071654,0.7585875952492829,161.4497118970221,173.39823207945184,187.46252789649236,1,3,-1,1,1000000,200,natural,2025-01-14 14:04:543
127,292.6882987937511,0.9719627554719455,0.7173313784704469,281.4604073594593,294.59967024546273,278.93132927315906,1,2,-1,1,1000000,200,natural,2025-01-14 13:40:543
127,235.45125796813997,0.9695773351295246,0.7253724054321712,222.7680858014612,236.32404211732972,205.3591566095293,1,3,-1,1,1000000,200,natural,2025-01-14 13:40:543
127,349.7732172380282,0.9693805748452848,0.7072503918238497,334.03736461460943,348.6330542984505,298.0981079522718,1,2,-1,1,1000000,200,natural,2025-01-14 13:17:043
127,236.96523448434436,0.9818513463241664,0.7298660712216307,220.49835752938276,234.96298652071255,194.93492344464295,1,3,-1,1,1000000,200,natural,2025-01-14 13:17:043
127,317.236532928086,0.9710616896219676,0.6884227574569471,316.8436746855113,326.8757954447513,375.8153422194982,1,2,-1,1,1000000,200,natural,2025-01-14 12:53:073
126,181.8215885791555,0.9873293054915692,0.7147958308412878,187.52507060283128,196.41094911676336,390.24061477211166,1,3,-1,1,1000000,200,natural,2025-01-14 12:53:073
127,298.6042600893304,0.9674865765834456,0.7447349352615966,292.35200705709485,304.3151068743049,293.1919140932098,1,2,-1,1,1000000,200,natural,2025-01-14 12:29:353
127,176.38737604645138,0.9838240379903422,0.7719243145744952,169.70842800146306,180.8172397929835,171.67554104448823,1,3,-1,1,1000000,200,natural,2025-01-14 12:29:353
127,286.7705198168371,0.9674300670685548,0.7201127463981548,289.6502610104922,299.1904227717438,352.94776353891575,1,2,-1,1,1000000,200,natural,2025-01-14 12:05:433
127,175.75760299414367,0.984704872281315,0.7215537330360051,180.37065231862377,190.07998773885151,224.39896473589596,1,3,-1,1,1000000,200,natural,2025-01-14 12:05:433
127,290.7767900020931,0.9728842553370028,0.7346503710564215,279.1115385988605,292.585646787057,258.8152247058109,1,2,-1,1,1000000,200,natural,2025-01-14 11:41:473
127,212.9238860628492,0.9747069647832416,0.7260112495171617,212.2168769424324,225.1076959889884,268.86149659113374,1,3,-1,1,1000000,200,natural,2025-01-14 11:41:473
127,318.9671190382382,0.9630870128812729,0.7293032024519079,310.20792002314244,319.1630051249407,298.57446653575516,1,2,-1,1,1000000,200,natural,2025-01-14 11:18:073
127,192.6597703477816,0.9727023033357488,0.7608391005040301,186.01829817067355,194.66421654630017,186.72225797224704,1,3,-1,1,1000000,200,natural,2025-01-14 11:18:073
127,343.51868161831095,0.9610766471517066,0.7161995642104046,334.3129565542817,344.8888072090967,326.1359537343905,1,2,-1,1,1000000,200,natural,2025-01-14 10:54:203
127,237.6900798492285,0.965625278713838,0.7376574034377086,234.27219455489745,244.86462670426496,252.8351490050505,1,3,-1,1,1000000,200,natural,2025-01-14 10:54:203
127,316.16883878021935,0.9685192635454104,0.7198416883657283,302.2555038845001,317.5856356104481,281.0029131261023,1,2,-1,1,1000000,200,natural,2025-01-14 10:30:353
127,223.3048130248211,0.9760587357649592,0.7444783780118942,208.60771793886036,224.1730857659439,193.4842805123431,1,3,-1,1,1000000,200,natural,2025-01-14 10:30:353
127,339.4566628997059,0.9696055582810968,0.6934596952919979,344.4982170894372,357.4484965752713,408.70369210139825,1,2,-1,1,1000000,200,natural,2025-01-14 10:07:233
127,204.5492686885544,0.9874540543585016,0.7260928215740492,209.4514928937583,221.94712730429316,251.54672887463173,1,3,-1,1,1000000,200,natural,2025-01-14 10:07:233
127,274.0716715096241,0.9728173336134204,0.7466844262478771,269.4904652189159,281.26306090163985,268.7378489271467,1,2,-1,1,1000000,200,natural,2025-01-14 09:43:563
127,202.5285081454056,0.9747919683864912,0.7413928104489311,210.65368602787927,220.79309106914377,324.34392112959654,1,3,-1,1,1000000,200,natural,2025-01-14 09:43:563
127,272.1282097775978,0.9709578223370962,0.741828270867289,272.6124872606994,285.1630272657707,295.7804704231411,1,2,-1,1,1000000,200,natural,2025-01-14 09:20:323
127,222.1798099722872,0.9777023289287036,0.7471763390477748,221.4449317465327,234.2822163911551,239.51416287018748,1,3,-1,1,1000000,200,natural,2025-01-14 09:20:323
127,305.3178912533185,0.9603830558227664,0.7454407937362595,297.98627946441803,308.49313100227846,306.5173228426594,1,2,-1,1,1000000,200,natural,2025-01-14 08:57:123
127,205.40153872348347,0.9755417961779672,0.7399156630685115,206.01372231442403,215.446495491716,238.45148666943405,1,3,-1,1,1000000,200,natural,2025-01-14 08:57:123
127,259.70931197238065,0.9823430426604978,0.7073932013912027,255.6827557706823,268.7904111162471,295.32229305509776,1,2,-1,1,1000000,200,natural,2025-01-14 08:33:513
126,155.84964831520105,0.9954793698538248,0.7143303172262387,152.1129856834271,164.80844091075954,183.83953444482097,1,3,-1,1,1000000,200,natural,2025-01-14 08:33:513
127,272.81613815886175,0.9807315059589988,0.7291425247167683,265.6743354858817,277.38507212507244,261.30728376830245,1,2,-1,1,1000000,200,natural,2025-01-14 08:10:413
127,159.44069629326754,0.9929670037585414,0.7544140858358496,157.35164756746045,168.6868982505767,170.0610596001626,1,3,-1,1,1000000,200,natural,2025-01-14 08:10:413
127,311.17698156114153,0.954260594410137,0.7558839778696868,306.2404073247456,317.01316741267317,336.3047963389367,1,2,-1,1,1000000,200,natural,2025-01-14 07:47:533
127,253.24842429672796,0.956433468860345,0.7645782253301707,248.06387277274752,259.4677022381996,256.253896263049,1,3,-1,1,1000000,200,natural,2025-01-14 07:47:533
127,287.38525254519556,0.9816514365631478,0.6910396172671426,283.1401770300117,296.50469905617786,328.19445182566784,1,2,-1,1,1000000,200,natural,2025-01-14 07:24:443
127,170.3041664228216,0.9930757243339652,0.7152802947515927,169.85917732286796,182.32563606248945,211.70595656139716,1,3,-1,1,1000000,200,natural,2025-01-14 07:24:443
127,304.30293605181834,0.9746849782060142,0.7126026212901105,293.53661806192827,307.35671704443024,297.64638142294774,1,2,-1,1,1000000,200,natural,2025-01-14 07:01:373
127,179.2041397235455,0.987443693628314,0.745644980510153,169.76024063596387,183.27217823309385,188.26510447876055,1,3,-1,1,1000000,200,natural,2025-01-14 07:01:373
127,272.550612239627,0.9725909366650416,0.6991892059400835,295.6042192379944,304.1249121923566,2861.6546714089327,1,2,-1,1,1000000,200,natural,2025-01-13 21:55:383
126,242.3148782490664,0.9655625174991416,0.7129647140661122,245.71189448454888,256.51124629854166,278.32053361142306,1,3,-1,1,1000000,200,natural,2025-01-13 21:55:383
127,328.1347872964628,0.9688682773756464,0.6999975373554796,325.0612454339224,337.48339508264155,344.70357076847745,1,2,-1,1,1000000,200,natural,2025-01-13 21:32:353
125,202.9555752754084,0.9870078212325448,0.6873693095945087,209.01823965379137,219.63122066971283,303.5486812009707,1,3,-1,1,1000000,200,natural,2025-01-13 21:32:353
127,298.30169661290466,0.9705879002533354,0.7278227001041819,291.5526442823568,305.1043232217817,289.45114593470026,1,2,-1,1,1000000,200,natural,2025-01-13 21:09:323
127,218.98753741189807,0.9791891074418108,0.7413118065542755,211.94604966468495,225.49705115576023,207.6446746898098,1,3,-1,1,1000000,200,natural,2025-01-13 21:09:323
127,321.87981626985425,0.9588439322188714,0.7393133130537223,307.18252508651017,321.54284578280397,290.358631796131,1,2,-1,1,1000000,200,natural,2025-01-13 20:46:473
127,240.6362692363867,0.9635761726585224,0.7417822628932338,234.9547177041765,249.51559314060088,247.2728341571633,1,3,-1,1,1000000,200,natural,2025-01-13 20:46:473
127,252.64161373025712,0.9735290113640972,0.767934479725485,247.0021011047528,255.4632964125354,252.05644488304551,1,2,-1,1,1000000,200,natural,2025-01-13 20:23:503
127,171.82517882171592,0.9789317465153834,0.785787913789541,177.21199724446578,185.36131377139645,225.99120087899516,1,3,-1,1,1000000,200,natural,2025-01-13 20:23:503
127,326.19604556845803,0.9665012901789228,0.6992477488219037,322.02315295716585,334.3715173100653,342.1069878337971,1,2,-1,1,1000000,200,natural,2025-01-13 20:01:043
127,237.16403130980396,0.980666508322314,0.7021323356337205,231.6986593180065,243.8871948652655,260.0120228784122,1,3,-1,1,1000000,200,natural,2025-01-13 20:01:043
127,334.3904328797867,0.9595552299195144,0.6676402819858619,353.49279107731,361.4083827249543,646.9454693302241,1,2,-1,1,1000000,200,natural,2025-01-13 19:38:293
127,293.7200408317237,0.9475981320711004,0.6999783976399142,320.6719482509712,328.45266483996517,2103.254216976062,1,3,-1,1,1000000,200,natural,2025-01-13 19:38:293
127,339.62899964412213,0.9720080454213612,0.6962932321699878,337.83655819675295,350.0116453055253,345.667797229934,1,2,-1,1,1000000,200,natural,2025-01-13 19:15:343
127,222.5755145248623,0.979818580686153,0.7287529272696652,216.2004341755164,229.19681511549888,228.30330167232333,1,3,-1,1,1000000,200,natural,2025-01-13 19:15:343
127,300.94569534763014,0.9754781956623556,0.7038103996630221,305.9168882526838,315.2613220421747,373.2378184762733,1,2,-1,1,1000000,200,natural,2025-01-13 18:52:543
125,214.6907324696764,0.9851952534688015,0.7082450801896499,223.17296888597863,232.67312452798987,319.944230433265,1,3,-1,1,1000000,200,natural,2025-01-13 18:52:543
127,351.2068422413158,0.9713819101041056,0.7037382162097926,341.00643882808413,354.5445647632476,322.80935428854735,1,2,-1,1,1000000,200,natural,2025-01-13 18:30:173
127,230.98564749757833,0.982648487008832,0.7183538973306094,222.6335315118668,236.5726614543796,217.6496530787472,1,3,-1,1,1000000,200,natural,2025-01-13 18:30:173
127,347.7915071206769,0.966157052048502,0.6954950713768006,341.99880725470604,357.002749477315,339.56908107709506,1,2,-1,1,1000000,200,natural,2025-01-13 18:07:543
127,274.59809528531036,0.9646018182224604,0.7173124734696196,269.6103575993411,284.8006868596246,282.54388154228496,1,3,-1,1,1000000,200,natural,2025-01-13 18:07:543
127,244.42735475640137,0.9788176407887766,0.7464148281604235,243.2395457185768,251.27378471494364,274.6475617252882,1,2,-1,1,1000000,200,natural,2025-01-13 17:45:363
126,178.7179949868147,0.9882870268526464,0.7343662494847567,182.2061711121787,190.83659082853384,219.64472023195117,1,3,-1,1,1000000,200,natural,2025-01-13 17:45:363
127,311.9240543627372,0.968061876648736,0.7140766176916341,325.2064533280079,332.8049753412149,484.4562732005178,1,2,-1,1,1000000,200,natural,2025-01-13 17:23:423
125,198.79512951195096,0.9837640709301444,0.72328169534425,235.14181865302416,240.7114867954862,944.8992734597572,1,3,-1,1,1000000,200,natural,2025-01-13 17:23:423
127,321.1586159383903,0.9709052423084932,0.7032969783667863,320.4041618097518,331.45130481460967,352.3971070404551,1,2,-1,1,1000000,200,natural,2025-01-13 17:01:233
126,232.28001865701168,0.9736007063965748,0.7338771132234398,229.99281051055016,241.0031363143672,244.67772344343703,1,3,-1,1,1000000,200,natural,2025-01-13 17:01:233
127,351.70540880616005,0.9595555439500192,0.6866355602935524,348.0439198429079,359.9695180267304,374.340723810369,1,2,-1,1,1000000,200,natural,2025-01-13 16:39:153
127,245.62300276688256,0.976537603021692,0.6898817165592885,246.5149798043206,258.0514595153703,279.6592579052657,1,3,-1,1,1000000,200,natural,2025-01-13 16:39:153
127,286.35002302370657,0.9709643632658996,0.7157194533773861,284.5595291629071,296.98650405097356,305.3813072459022,1,2,-1,1,1000000,200,natural,2025-01-13 16:16:593
127,196.15630880345887,0.9755898026514824,0.7435238639428471,191.2646629972844,203.79748447939448,200.44130763075083,1,3,-1,1,1000000,200,natural,2025-01-13 16:16:593
127,341.7990264069838,0.9582171365017108,0.7260367370345701,333.3441571671736,345.29815980990617,336.7506842484549,1,2,-1,1,1000000,200,natural,2025-01-13 15:54:453
127,240.94769316206137,0.968890665625973,0.7409077762252875,233.12380350549364,245.06505594316457,228.62743539642267,1,3,-1,1,1000000,200,natural,2025-01-13 15:54:453
127,279.9024078341024,0.9648559943168362,0.7313886255146425,268.404867665758,281.28066903092,252.372562618415,1,2,-1,1,1000000,200,natural,2025-01-13 15:32:313
125,194.92434748206847,0.9850155179966544,0.7080862615355686,198.75635748789824,210.47188125393183,356.35333944424366,1,3,-1,1,1000000,200,natural,2025-01-13 15:32:313
127,313.87784520790893,0.9653493452654386,0.6972057246726214,328.4700570315855,338.02619560577904,422.21477789875325,1,2,-1,1,1000000,200,natural,2025-01-13 15:10:373
125,207.5467882657101,0.9816958024943516,0.6895486652536751,217.65398274549275,225.8334637056634,277.0832574015807,1,3,-1,1,1000000,200,natural,2025-01-13 15:10:373
127,260.28712709007976,0.975879562247322,0.7500709345624634,270.9271213293776,276.85208050514024,350.2136058958628,1,2,-1,1,1000000,200,natural,2025-01-13 14:48:363
125,159.69544701997174,0.9886994735747746,0.7554119281154356,176.20617686956066,181.2100171012005,281.0227817629911,1,3,-1,1,1000000,200,natural,2025-01-13 14:48:363
127,317.5549256574962,0.9621054393612016,0.7247974000464262,317.1151057102365,329.3695213370409,374.2612040839152,1,2,-1,1,1000000,200,natural,2025-01-13 14:26:383
127,264.58658775784124,0.9568887818181224,0.7561110815101736,259.0026593942553,271.7566354146575,261.93077144418424,1,3,-1,1,1000000,200,natural,2025-01-13 14:26:383
127,292.36018789000514,0.9726967889083468,0.7146937888346272,282.3777887176298,296.5936930330185,264.88415075621776,1,2,-1,1,1000000,200,natural,2025-01-13 14:04:383
127,194.77730391372972,0.9804366195424856,0.7498872939931168,188.18998629303724,202.0854818120193,224.22972612523463,1,3,-1,1,1000000,200,natural,2025-01-13 14:04:383
127,296.52119621753053,0.9720494881793634,0.7369118072335477,288.8649296130367,301.2692154039528,281.5549451168655,1,2,-1,1,1000000,200,natural,2025-01-13 13:42:383
127,166.10864694644073,0.989132233044654,0.7462562032709231,161.94110729160593,173.68726707148838,180.11466414795805,1,3,-1,1,1000000,200,natural,2025-01-13 13:42:383
127,370.59621858241263,0.9488173611570234,0.690295787957442,375.4305696399372,384.2110947775171,427.574662247223,1,2,-1,1,1000000,200,natural,2025-01-13 13:20:483
127,310.3703405117465,0.9424328210898612,0.7164593625047536,317.5215602044075,326.2782700311064,378.65791835176543,1,3,-1,1,1000000,200,natural,2025-01-13 13:20:483
127,308.2922329977032,0.9615872322458866,0.7198585662729506,301.9555411187728,315.6011656350261,356.5992621238118,1,2,-1,1,1000000,200,natural,2025-01-13 12:59:213
127,219.8592753219655,0.9753072630816516,0.7457269734276626,210.8386569380181,225.51003058939756,218.39176378184857,1,3,-1,1,1000000,200,natural,2025-01-13 12:59:213
127,319.7874962116567,0.9685651878819246,0.6898254708355033,313.76048061178875,325.20420114246144,331.8275509388378,1,2,-1,1,1000000,200,natural,2025-01-13 12:37:403
127,217.63416074791985,0.9786409229067788,0.7138293318168057,215.92229782703228,227.71607552430552,234.9671736564616,1,3,-1,1,1000000,200,natural,2025-01-13 12:37:403
127,306.4681637822933,0.9690331204684626,0.7567188680378947,298.0802965781373,307.2461062212844,295.8596438664142,1,2,-1,1,1000000,200,natural,2025-01-13 12:15:583
127,193.92327719759447,0.9794395063505908,0.7749480808275558,188.42415355979605,197.6828180673896,190.91578517668648,1,3,-1,1,1000000,200,natural,2025-01-13 12:15:583
127,271.48658210476236,0.9752817422083928,0.70561251435755,266.01011308599425,277.8753489226357,286.6186379581324,1,2,-1,1,1000000,200,natural,2025-01-13 11:54:103
127,172.6973359744147,0.987984135216066,0.7395735043182374,165.31779544874863,177.2315942835081,171.23349395197732,1,3,-1,1,1000000,200,natural,2025-01-13 11:54:103
127,339.50603599445594,0.9667660421837452,0.6957918178551559,334.69033887898337,347.712090017616,344.25346179769724,1,2,-1,1,1000000,200,natural,2025-01-13 11:31:343
127,253.13387483013065,0.9718521155155584,0.7134889823413095,246.71335112036545,259.79115797314046,260.22720667025953,1,3,-1,1,1000000,200,natural,2025-01-13 11:31:343
